ID,Departure City,Arrival City,Departure Coordinates,Arrival Coordinates,Train CO2,Train Energy Resource Consumption,Train Products,Train Duration,Car CO2,Car Energy Resource Consumption,Car Products,Car Duration,Flight CO2,Flight Energy Resource Consumption,Flight Products,Flight Duration
Torino to Bratislava,Torino,Bratislava,"[45.060282, 7.677498]","[48.158333, 17.105834]",35.9,24.4,"FR  9607, FR  9705, RJ   132, RE  7753",12:44,104.3,46.3,Car,09:06,140.9,59.7,"Car, Aircraft, Car",05:03
Torino to Luxembourg,Torino,Luxembourg,"[45.060282, 7.677498]","[49.599996, 6.134167]",12.7,21.1,"RV  2043, RE 10246, 25592, IC   664, TGV 9210, TGV 9898",17:10,67.5,30.0,Car,05:54,120.3,50.7,"Train, Aircraft, Train",02:42
Torino to Kishinev,Torino,Kishinev,"[45.060282, 7.677498]","[47.017476, 28.858169]",121.1,79.8,"FR  9715, ECB   86, RJX  869, NT   347, Transfer, 402",47:29,205.7,91.4,Car,16:13,149.9,64.7,"Train, Aircraft, Train",05:46
Torino to Frankfurt,Torino,Frankfurt,"[45.060282, 7.677498]","[50.107221, 8.663893]",21.9,15.5,"FR  9607, EC    50, ICE  278",09:08,73.8,32.8,Car,06:26,118.4,49.8,"Car, Aircraft, Car",03:11
Torino to Geneva,Torino,Geneva,"[45.060282, 7.677498]","[46.210281, 6.1425]",10.7,10.8,"RV  2043, RE 11412, RE  4262, 1712",14:26,24.4,10.8,Car,02:24,121.1,51.2,"Car, Aircraft, Car",03:58
Torino to Krakow,Torino,Krakow,"[45.060282, 7.677498]","[50.068334, 19.947504]",60.0,35.4,"FR  9607, FR  9705, RJ   132, EC   100, IC  1023",22:43,134.3,59.7,Car,10:35,178.6,74.4,"Train, Aircraft, Train",04:43
Torino to Leeds,Torino,Leeds,"[45.060282, 7.677498]","[53.792223, -1.547502]",44.9,45.8,"FR  9519, EC    32, TGV 9268, Transfer, ES  9051, Transfer, ---",16:47,146.9,65.3,Car,11:35,193.2,81.8,"Car, Aircraft, Car",05:57
Torino to Liverpool,Torino,Liverpool,"[45.060282, 7.677498]","[53.404447, -2.976391]",45.8,46.3,"FR  9519, EC    32, TGV 9268, Transfer, ES  9051, Transfer, ---",16:54,150.5,66.9,Car,11:52,194.0,82.1,"Car, Aircraft, Car",05:52
Torino to Manchester,Torino,Manchester,"[45.060282, 7.677498]","[53.358611, -2.267502]",45.1,45.9,"FR  9519, EC    32, TGV 9268, Transfer, ES  9051, Transfer, ---, ---",17:33,146.1,64.9,Car,11:31,188.6,79.8,"Car, Aircraft",05:46
Torino to Marseille,Torino,Marseille,"[45.060282, 7.677498]","[43.302774, 5.380278]",13.9,14.0,"RV  3211, RE 11113, BusTO051, RE  3360, TER86026, TER17480",08:32,37.8,16.8,Car,03:44,139.3,59.9,"Train, Aircraft, Train",04:06
Torino to Nice,Torino,Nice,"[45.060282, 7.677498]","[43.704448, 7.261945]",11.9,7.7,"RV  3115, TER86032",05:36,21.9,9.7,Car,02:10,N/A,N/A,N/A,N/A
Torino to Nottingham,Torino,Nottingham,"[45.060282, 7.677498]","[52.945278, -1.144165]",39.4,42.7,"FR  9519, EC    32, TGV 9268, Transfer, ES  9051, Transfer, ---",15:57,135.6,60.3,Car,10:41,164.8,70.3,"Train, Aircraft, Train",04:55
Torino to Palermo,Torino,Palermo,"[45.060282, 7.677498]","[38.109166, 13.36722]",75.5,44.3,"RV  2145, FA  8583, FR  8335, IC   551, Shi  V10, Walk, RE 12903, RE 12911",24:15,118.7,52.7,Car,10:21,155.3,65.4,"Car, Aircraft, Car",03:45
Torino to Kosice,Torino,Kosice,"[45.060282, 7.677498]","[48.721669, 21.267498]",44.7,37.9,"FR  9715, ECB   86, RJX  167, 615",20:26,138.6,61.6,Car,10:56,266.9,113.4,"Train, Aircraft, Train",07:26
Torino to Rotterdam,Torino,Rotterdam,"[45.060282, 7.677498]","[51.925002, 4.469446]",35.5,23.3,"RV  2043, RE 10246, 25592, IC   664, ICE  200, RE 20078, IC  3756, IC  1154",19:41,104.2,46.3,Car,09:06,141.7,59.9,"Car, Aircraft, Car",04:43
Torino to Seville,Torino,Seville,"[45.060282, 7.677498]","[37.391944, -5.975274]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Torino to Sheffield,Torino,Sheffield,"[45.060282, 7.677498]","[53.375834, -1.461943]",42.8,44.6,"FR  9519, EC    32, TGV 9268, Transfer, ES  9051, Transfer, ---",16:33,141.9,63.1,Car,11:11,168.5,72.3,"Train, Aircraft, Train",05:36
Torino to Valencia,Torino,Valencia,"[45.060282, 7.677498]","[39.465, -0.377502]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Torino to Venice,Torino,Venice,"[45.060282, 7.677498]","[45.437775, 12.317775]",18.4,10.9,"FR  9607, FR  9705",03:30,50.9,22.6,Car,05:02,112.0,48.0,"Train, Aircraft, Train",03:29
Torino to Verona,Torino,Verona,"[45.060282, 7.677498]","[45.428336, 10.98222]",13.0,7.7,"FR  9607, FR  9705",02:28,36.9,16.4,Car,03:39,116.4,49.9,"Train, Aircraft, Train",03:20
Torino to Vilnius,Torino,Vilnius,"[45.060282, 7.677498]","[54.669723, 25.284723]",143.6,68.3,"FR  9607, FR  9705, RJ   132, EC   100, TLK61190, IC   144",34:34,205.7,91.4,Car,16:13,158.0,66.7,"Car, Aircraft, Car",05:25
Torino to Wrocław,Torino,Wrocław,"[45.060282, 7.677498]","[51.098057, 17.036392]",67.4,37.0,"FR  9607, FR  9705, RJ   132, EC   100, R  46222, IC 16108",18:39,126.1,56.1,Car,11:01,248.5,104.8,"Car, Aircraft, Car",08:23
Torino to Zaragoza,Torino,Zaragoza,"[45.060282, 7.677498]","[41.643886, -0.89111]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Torino to Gothenburg,Torino,Gothenburg,"[45.060282, 7.677498]","[57.708886, 11.973335]",59.7,41.5,"FR  9519, EC    32, IC   968, ICE   72, EN   346, RE  1010",26:10,179.6,79.8,Car,14:09,218.1,92.2,"Car, Aircraft, Car",08:29
Torino to Antwerp,Torino,Antwerp,"[45.060282, 7.677498]","[51.21694, 4.420832]",31.4,24.7,"RV  2043, RE 10246, 25592, IC   664, ICE  200, ICE  314, IC  4514",19:00,94.7,42.1,Car,08:16,131.0,55.2,"Car, Aircraft, Car",03:55
Torino to Bilbao,Torino,Bilbao,"[45.060282, 7.677498]","[43.26056, -2.928056]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Torino to Bologna,Torino,Bologna,"[45.060282, 7.677498]","[44.506393, 11.341942]",15.7,9.3,FR  9607,02:04,41.8,18.6,Car,04:07,111.6,47.0,"Train, Aircraft, Train",02:16
Torino to Bordeaux,Torino,Bordeaux,"[45.060282, 7.677498]","[44.825834, -0.556387]",19.7,42.7,"FR  9519, EC    32, TGV 9268, Transfer, TGV12267",12:04,84.7,37.6,Car,07:23,112.4,54.2,"Train, Aircraft, Train",05:06
Torino to Bristol,Torino,Bristol,"[45.060282, 7.677498]","[51.446668, -2.580003]",39.4,42.7,"FR  9519, EC    32, TGV 9268, Transfer, ES  9051, Transfer, ---",17:26,129.6,57.6,Car,10:13,169.8,71.9,"Car, Aircraft, Car",05:40
Torino to Cardiff,Torino,Cardiff,"[45.060282, 7.677498]","[51.472782, -3.176392]",41.1,43.7,"FR  9519, EC    32, TGV 9268, Transfer, ES  9051, Transfer, ---",17:26,133.9,59.5,Car,10:33,176.0,74.6,"Car, Aircraft, Car",05:58
Torino to Cologne,Torino,Cologne,"[45.060282, 7.677498]","[50.941393, 6.967224]",26.2,17.5,"FR  9607, EC    50, ICE  278, ICE  518",10:05,85.6,38.0,Car,07:28,132.2,55.7,"Car, Aircraft, Car",04:00
Torino to Dortmund,Torino,Dortmund,"[45.060282, 7.677498]","[51.517782, 7.459168]",29.3,19.0,"FR  9607, EC    50, ICE  278, ICE  518",11:21,93.7,41.6,Car,08:11,134.5,56.7,"Car, Aircraft, Car",04:20
Torino to Duesseldorf,Torino,Duesseldorf,"[45.060282, 7.677498]","[51.219996, 6.794443]",27.2,18.0,"FR  9607, EC    50, ICE  278, ICE  518",10:32,89.7,39.9,Car,07:50,127.2,53.5,"Car, Aircraft, Car",03:16
Torino to Basel,Torino,Basel,"[45.060282, 7.677498]","[47.547498, 7.58944]",12.2,10.8,"FR  9519, EC    32, IC   968",05:51,38.7,17.2,Car,03:49,189.5,80.1,"Car, Aircraft, Car",06:48
Torino to Lausanne,Torino,Lausanne,"[45.060282, 7.677498]","[46.516669, 6.629167]",10.6,9.8,"RV  2043, RE 11412, RE  4262, 1712",13:34,25.2,11.2,Car,02:30,N/A,N/A,N/A,N/A
Torino to Malaga,Torino,Malaga,"[45.060282, 7.677498]","[36.711946, -4.431943]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Torino to Maribor,Torino,Maribor,"[45.060282, 7.677498]","[46.561948, 15.657501]",34.2,21.3,"FR  9607, FR  9707, EC   135, EC   150",12:19,83.8,37.2,Car,07:19,149.1,65.2,"Train, Aircraft, Train",05:39
Torino to Pisa,Torino,Pisa,"[45.060282, 7.677498]","[43.708052, 10.398056]",15.3,9.1,"RV  2113, IC   651",04:48,37.3,16.6,Car,03:41,127.7,54.5,"Train, Aircraft, Train",03:34
Torino to Edinburgh,Torino,Edinburgh,"[45.060282, 7.677498]","[55.949724, -3.186667]",59.7,57.2,"RV  2043, RE 10246, 25592, IC   664, TGV 9210, Transfer, ES  9043, Transfer, ---",27:11,178.7,79.4,Car,14:05,144.5,61.3,"Car, Aircraft, Car",06:11
Torino to Cluj-Napoca,Torino,Cluj-Napoca,"[45.060282, 7.677498]","[46.784997, 23.587218]",72.9,52.0,"FR  9715, ECB   86, RJX  869, NT   347",25:29,155.6,69.1,Car,12:16,123.9,52.4,"Car, Aircraft, Car",05:00
Torino to Split,Torino,Split,"[45.060282, 7.677498]","[43.504725, 16.443059]",45.6,28.9,"FR  9607, FR  9707, EC   135, EC   213, 1821",25:01,94.1,41.8,Car,08:13,254.2,107.2,"Car, Aircraft, Car",07:17
Torino to Eindhoven,Torino,Eindhoven,"[45.060282, 7.677498]","[51.442218, 5.480004]",33.1,20.7,"FR  9607, EC    50, ICE  278, ICE  518, RE 20084, IC  3768",12:41,95.0,42.2,Car,08:17,139.6,59.0,"Car, Aircraft, Car",05:09
Porto to Vienna,Porto,Vienna,"[41.149722, -8.585552]","[48.206947, 16.34167]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Torino,Porto,Torino,"[41.149722, -8.585552]","[45.060282, 7.677498]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Brussels,Porto,Brussels,"[41.149722, -8.585552]","[50.896393, 4.481941]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Sofia,Porto,Sofia,"[41.149722, -8.585552]","[42.71194, 23.320832]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Brno,Porto,Brno,"[41.149722, -8.585552]","[49.189171, 16.609719]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Zagreb,Porto,Zagreb,"[41.149722, -8.585552]","[45.804445, 15.978892]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Praha,Porto,Praha,"[41.149722, -8.585552]","[50.084712, 14.434923]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Copenhagen,Porto,Copenhagen,"[41.149722, -8.585552]","[55.673054, 12.565553]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Toulouse,Porto,Toulouse,"[41.149722, -8.585552]","[43.611113, 1.45361]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Munich,Porto,Munich,"[41.149722, -8.585552]","[48.136948, 11.575275]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Helsinki,Porto,Helsinki,"[41.149722, -8.585552]","[60.172218, 24.941111]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Osijek,Porto,Osijek,"[41.149722, -8.585552]","[45.552774, 18.683333]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Paris,Porto,Paris,"[41.149722, -8.585552]","[48.858395, 2.294254]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Lyon,Porto,Lyon,"[41.149722, -8.585552]","[45.702291, 4.863775]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Berlin,Porto,Berlin,"[41.149722, -8.585552]","[52.520555, 13.386943]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Stockholm,Porto,Stockholm,"[41.149722, -8.585552]","[59.33001, 18.05763]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Budapest,Porto,Budapest,"[41.149722, -8.585552]","[47.499999, 18.949998]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Bucuresti,Porto,Bucuresti,"[41.149722, -8.585552]","[44.43528, 26.102778]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Rome,Porto,Rome,"[41.149722, -8.585552]","[41.900555, 12.501388]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Madrid City,Porto,Madrid City,"[41.149722, -8.585552]","[40.406386, -3.690836]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Istanbul,Porto,Istanbul,"[41.149722, -8.585552]","[41.014722, 28.976665]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Graz,Porto,Graz,"[41.149722, -8.585552]","[47.07222, 15.416392]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Kyiv,Porto,Kyiv,"[41.149722, -8.585552]","[50.434357, 30.513973]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Hamburg,Porto,Hamburg,"[41.149722, -8.585552]","[53.557218, 9.997497]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Barcelona,Porto,Barcelona,"[41.149722, -8.585552]","[41.38444, 2.185278]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Milan,Porto,Milan,"[41.149722, -8.585552]","[45.486388, 9.204163]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Ljubljana,Porto,Ljubljana,"[41.149722, -8.585552]","[46.058057, 14.51028]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Zurich,Porto,Zurich,"[41.149722, -8.585552]","[47.37806, 8.540274]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Bern,Porto,Bern,"[41.149722, -8.585552]","[46.948888, 7.439167]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Lisbon,Porto,Lisbon,"[41.149722, -8.585552]","[38.767779, -9.098054]",8.5,5.1,IC   180,02:50,37.8,16.8,Car,03:44,102.3,43.0,"Train, Aircraft, Train",02:18
Porto to Amsterdam,Porto,Amsterdam,"[41.149722, -8.585552]","[52.378607, 4.900559]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Warszawa,Porto,Warszawa,"[41.149722, -8.585552]","[52.228855, 21.003215]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Riga,Porto,Riga,"[41.149722, -8.585552]","[56.946943, 24.120279]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Napoli,Porto,Napoli,"[41.149722, -8.585552]","[40.839163, 14.25139]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Oslo,Porto,Oslo,"[41.149722, -8.585552]","[59.910282, 10.755279]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Bratislava,Porto,Bratislava,"[41.149722, -8.585552]","[48.158333, 17.105834]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Luxembourg,Porto,Luxembourg,"[41.149722, -8.585552]","[49.599996, 6.134167]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Kishinev,Porto,Kishinev,"[41.149722, -8.585552]","[47.017476, 28.858169]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Frankfurt,Porto,Frankfurt,"[41.149722, -8.585552]","[50.107221, 8.663893]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Geneva,Porto,Geneva,"[41.149722, -8.585552]","[46.210281, 6.1425]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Krakow,Porto,Krakow,"[41.149722, -8.585552]","[50.068334, 19.947504]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Marseille,Porto,Marseille,"[41.149722, -8.585552]","[43.302774, 5.380278]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Nice,Porto,Nice,"[41.149722, -8.585552]","[43.704448, 7.261945]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Palermo,Porto,Palermo,"[41.149722, -8.585552]","[38.109166, 13.36722]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Kosice,Porto,Kosice,"[41.149722, -8.585552]","[48.721669, 21.267498]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Rotterdam,Porto,Rotterdam,"[41.149722, -8.585552]","[51.925002, 4.469446]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Seville,Porto,Seville,"[41.149722, -8.585552]","[37.391944, -5.975274]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Valencia,Porto,Valencia,"[41.149722, -8.585552]","[39.465, -0.377502]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Venice,Porto,Venice,"[41.149722, -8.585552]","[45.437775, 12.317775]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Verona,Porto,Verona,"[41.149722, -8.585552]","[45.428336, 10.98222]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Vilnius,Porto,Vilnius,"[41.149722, -8.585552]","[54.669723, 25.284723]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Wrocław,Porto,Wrocław,"[41.149722, -8.585552]","[51.098057, 17.036392]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Zaragoza,Porto,Zaragoza,"[41.149722, -8.585552]","[41.643886, -0.89111]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Gothenburg,Porto,Gothenburg,"[41.149722, -8.585552]","[57.708886, 11.973335]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Antwerp,Porto,Antwerp,"[41.149722, -8.585552]","[51.21694, 4.420832]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Bilbao,Porto,Bilbao,"[41.149722, -8.585552]","[43.26056, -2.928056]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Bologna,Porto,Bologna,"[41.149722, -8.585552]","[44.506393, 11.341942]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Bordeaux,Porto,Bordeaux,"[41.149722, -8.585552]","[44.825834, -0.556387]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Cologne,Porto,Cologne,"[41.149722, -8.585552]","[50.941393, 6.967224]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Dortmund,Porto,Dortmund,"[41.149722, -8.585552]","[51.517782, 7.459168]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Duesseldorf,Porto,Duesseldorf,"[41.149722, -8.585552]","[51.219996, 6.794443]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Basel,Porto,Basel,"[41.149722, -8.585552]","[47.547498, 7.58944]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Lausanne,Porto,Lausanne,"[41.149722, -8.585552]","[46.516669, 6.629167]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Malaga,Porto,Malaga,"[41.149722, -8.585552]","[36.711946, -4.431943]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Maribor,Porto,Maribor,"[41.149722, -8.585552]","[46.561948, 15.657501]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Pisa,Porto,Pisa,"[41.149722, -8.585552]","[43.708052, 10.398056]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Cluj-Napoca,Porto,Cluj-Napoca,"[41.149722, -8.585552]","[46.784997, 23.587218]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Split,Porto,Split,"[41.149722, -8.585552]","[43.504725, 16.443059]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Porto to Eindhoven,Porto,Eindhoven,"[41.149722, -8.585552]","[51.442218, 5.480004]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brussels to Vienna,Brussels,Vienna,"[50.896393, 4.481941]","[48.206947, 16.34167]",27.5,17.3,"IC  2329, ICE   11, ICE 1621, ICE   91",10:27,118.4,52.5,Car,10:20,155.7,65.4,"Aircraft, Car",03:30
Brussels to Torino,Brussels,Torino,"[50.896393, 4.481941]","[45.060282, 7.677498]",37.6,27.0,"IC  2845, IC   522, 5005, RE 26809, ICE  513, ICE  275, EC    57, FR  9584",17:48,90.1,40.0,Car,07:52,125.6,52.8,"Aircraft, Car",03:08
Brussels to Porto,Brussels,Porto,"[50.896393, 4.481941]","[41.149722, -8.585552]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brussels to Sofia,Brussels,Sofia,"[50.896393, 4.481941]","[42.71194, 23.320832]",103.8,66.4,"IC  9252, EUR 9471, ICE  619, RJX   61, 79, 1091, RE  7623",45:25,211.5,93.9,Car,16:40,157.8,66.3,"Aircraft, Car",04:14
Brussels to Brno,Brussels,Brno,"[50.896393, 4.481941]","[49.189171, 16.609719]",33.4,21.0,"IC  2329, ICE   11, ICE 1621, ICE   91, RJ   370",12:23,115.8,51.4,Car,10:06,231.0,97.0,"Aircraft, Car",05:41
Brussels to Zagreb,Brussels,Zagreb,"[50.896393, 4.481941]","[45.804445, 15.978892]",39.8,24.5,"IC  2339, ICE  317, ICE 1015, EN 40237",18:26,127.5,56.6,Car,10:03,170.8,71.7,"Aircraft, Car",03:17
Brussels to Praha,Brussels,Praha,"[50.896393, 4.481941]","[50.084712, 14.434923]",43.8,24.4,"IC  1943, IC   520, 16981, RE 18981, RE 26805, Walk, ICE 1121, RE  3551, RE   355",16:33,92.8,41.2,Car,08:06,128.9,54.2,"Aircraft, Car",03:01
Brussels to Copenhagen,Brussels,Copenhagen,"[50.896393, 4.481941]","[55.673054, 12.565553]",39.7,21.5,"IC  2329, ICE   11, ICE  206, EC   392",13:21,98.7,43.8,Car,08:37,137.8,57.9,"Aircraft, Car",02:59
Brussels to Toulouse,Brussels,Toulouse,"[50.896393, 4.481941]","[43.611113, 1.45361]",9.7,34.1,"IC  1942, EUR 9388, Transfer, TGV 8501",13:51,110.0,48.9,Car,09:36,141.0,59.2,"Aircraft, Car",03:09
Brussels to Munich,Brussels,Munich,"[50.896393, 4.481941]","[48.136948, 11.575275]",22.7,12.9,"IC  2329, ICE   11, ICE  571, ICE  563",06:36,77.8,34.6,Car,06:48,129.6,54.5,"Aircraft, Car",03:13
Brussels to Helsinki,Brussels,Helsinki,"[50.896393, 4.481941]","[60.172218, 24.941111]",233.0,130.5,"IC  2337, ICE   17, EC     8, EN   346, Transfer, ShiVikLi, 77948, IC   948",43:10,204.9,91.0,Car,16:09,155.1,65.2,"Aircraft, Car",04:11
Brussels to Osijek,Brussels,Osijek,"[50.896393, 4.481941]","[45.552774, 18.683333]",48.7,36.3,"IC  2333, ICE   15, ICE   29, RJX  261, IC   800, RE  8122, RE  6207",25:07,150.8,67.0,Car,11:53,196.9,83.3,"Car, Aircraft",05:39
Brussels to Paris,Brussels,Paris,"[50.896393, 4.481941]","[48.858395, 2.294254]",3.6,8.2,"IC  2330, EUR 9308",02:02,38.1,16.9,Car,03:46,124.8,52.5,"Aircraft, Car",02:41
Brussels to Nantes,Brussels,Nantes,"[50.896393, 4.481941]","[47.217504, -1.541947]",6.1,18.9,"IC  1942, EUR 9388, Transfer, TGV 8863",12:12,78.4,34.8,Car,06:51,257.7,108.2,"Aircraft, Car",05:30
Brussels to Lyon,Brussels,Lyon,"[50.896393, 4.481941]","[45.702291, 4.863775]",6.7,21.6,"IC  1942, EUR 9388, Transfer, TGV 6601",11:14,75.0,33.3,Car,06:33,124.2,52.2,"Aircraft, Car",03:05
Brussels to Berlin,Brussels,Berlin,"[50.896393, 4.481941]","[52.520555, 13.386943]",28.2,16.4,"IC  2845, IC   522, 16909, RE 18909, RE 26407, ICE  845",12:15,83.9,37.3,Car,07:20,117.7,49.4,"Aircraft, Car",02:44
Brussels to Stockholm,Brussels,Stockholm,"[50.896393, 4.481941]","[59.33001, 18.05763]",47.0,40.3,"IC  2337, ICE   17, EC     8, EN   346",19:44,158.8,70.6,Car,12:31,119.2,50.1,"Aircraft, Car",03:39
